item,item_number,parameter_type,parameter_threshold,parameter_T,source,estimate,estimate.stdyx,threshold,T,new.to.itembank
Q109,109,threshold,thres8,T8,1,9.566,4.477,8,8,no
Q110,110,factor_loading,g,g,1,3.993,0.91,NA,NA,no
Q110,110,threshold,thres1,T1,1,-8.936,-2.038,1,1,no
Q110,110,threshold,thres2,T2,1,-5.943,-1.355,2,2,no
Q110,110,threshold,thres3,T3,1,-3.063,-0.698,3,3,no
Q110,110,threshold,thres4,T4,1,-0.791,-0.18,4,4,no
Q110,110,threshold,thres5,T5,1,1.368,0.312,5,5,no
Q110,110,threshold,thres6,T6,1,3.288,0.75,6,6,no
Q110,110,threshold,thres7,T7,1,5.543,1.264,7,7,no
Q110,110,threshold,thres8,T8,1,8.843,2.017,8,8,no
Q115,115,factor_loading,g,g,1,1.607,0.663,NA,NA,no
Q115,115,threshold,thres1,T1,1,-7.633,-3.149,1,1,no
Q115,115,threshold,thres2,T2,1,-7.103,-2.931,2,2,no
Q115,115,threshold,thres3,T3,1,-6.324,-2.61,3,3,no
Q115,115,threshold,thres4,T4,1,-5.829,-2.405,4,4,no
Q115,115,threshold,thres5,T5,1,-4.783,-1.973,5,5,no
Q115,115,threshold,thres6,T6,1,-3.715,-1.533,6,6,no
Q115,115,threshold,thres7,T7,1,-3.061,-1.263,7,7,no
Q115,115,threshold,thres8,T8,1,-1.725,-0.712,8,8,no
Q115,115,threshold,thres9,T9,1,1.075,0.444,9,9,no
Q117,117,factor_loading,g,g,1,1.916,0.726,NA,NA,no
Q117,117,threshold,thres1,T1,1,-6.069,-2.3,1,1,no
Q117,117,threshold,thres2,T2,1,-3.721,-1.41,2,2,no
Q117,117,threshold,thres3,T3,1,-1.873,-0.71,3,3,no
Q117,117,threshold,thres4,T4,1,-0.38,-0.144,4,4,no
Q117,117,threshold,thres5,T5,1,1.253,0.475,5,5,no
Q117,117,threshold,thres6,T6,1,2.49,0.944,6,6,no
Q117,117,threshold,thres7,T7,1,3.758,1.425,7,7,no
Q117,117,threshold,thres8,T8,1,5.225,1.98,8,8,no
Q117,117,threshold,thres8,T9,2,6.867,3.001,8,9,no
Q222,222,factor_loading,g,g,2,2.136,0.651,NA,NA,no
Q222,222,threshold,thres1,T1,2,-1.982,-0.829,1,1,no
Q222,222,threshold,thres2,T2,2,-0.106,-0.045,2,2,no
Q222,222,threshold,thres3,T3,2,1.89,0.791,3,3,no
Q222,222,threshold,thres4,T4,2,3.612,1.512,4,4,no
Q222,222,threshold,thres5,T5,2,5.536,2.317,5,5,no
Q222,222,threshold,thres6,T6,2,7.797,3.263,6,6,no
Q223,223,factor_loading,g,g,2,1.667,0.556,NA,NA,no
Q223,223,threshold,thres1,T1,2,-1.332,-0.611,1,1,no
Q223,223,threshold,thres2,T2,2,-0.213,-0.097,2,2,no
Q223,223,threshold,thres3,T3,2,1.025,0.47,3,3,no
Q223,223,threshold,thres4,T4,2,1.999,0.916,4,4,no
Q223,223,threshold,thres5,T5,2,3.199,1.466,5,5,no
Q223,223,threshold,thres6,T6,2,4.903,2.247,6,6,no
Q223,223,threshold,thres7,T7,2,7.189,3.295,7,7,no
Q227,227,factor_loading,g,g,2,0.877,0.332,NA,NA,no
Q227,227,threshold,thres1,T1,2,-2.267,-1.179,1,1,no
Q227,227,threshold,thres2,T2,2,-1.42,-0.738,2,2,no
Q227,227,threshold,thres3,T3,2,-0.383,-0.199,3,3,no
Q227,227,threshold,thres4,T4,2,0.975,0.507,4,4,no
Q227,227,threshold,thres5,T5,2,3.321,1.727,5,5,no
Q227,227,threshold,thres6,T6,2,5.401,2.809,6,6,no
Q241,241,factor_loading,g,g,2,3.393,0.806,NA,NA,no
Q241,241,threshold,thres1,T1,2,-1.739,-0.567,1,1,no
Q241,241,threshold,thres2,T2,2,1.103,0.36,2,2,no
Q241,241,threshold,thres3,T3,2,3.221,1.051,3,3,no
Q241,241,threshold,thres4,T4,2,5.694,1.858,4,4,no
Q241,241,threshold,thres5,T5,2,8.352,2.725,5,5,no
Q241,241,threshold,thres6,T6,2,10.634,3.47,6,6,no
Q532,532,factor_loading,g,g,4,0.424,0.24,NA,NA,no
Q532,532,threshold,thres1,T1,4,-1.286,-0.688,1,1,no
Q532,532,threshold,thres2,T2,4,-0.56,-0.3,2,2,no
Q532,532,threshold,thres3,T3,4,0.08,0.043,3,3,no
Q532,532,threshold,thres4,T4,4,0.494,0.264,4,4,no
Q532,532,threshold,thres5,T5,4,1.009,0.54,5,5,no
Q532,532,threshold,thres6,T6,4,1.423,0.762,6,6,no
Q532,532,threshold,thres7,T7,4,1.836,0.983,7,7,no
Q532,532,threshold,thres8,T8,4,2.286,1.224,8,8,no
Q532,532,threshold,thres9,T9,4,3.193,1.709,9,9,no
Q534,534,factor_loading,g,g,4,1.336,0.614,NA,NA,no
Q534,534,threshold,thres1,T1,4,-0.146,-0.063,1,1,no
Q534,534,threshold,thres2,T2,4,0.865,0.376,2,2,no
Q534,534,threshold,thres3,T3,4,1.505,0.654,3,3,no
Q534,534,threshold,thres4,T4,4,2.059,0.896,4,4,no
Q534,534,threshold,thres5,T5,4,2.75,1.196,5,5,no
Q534,534,threshold,thres6,T6,4,3.307,1.439,6,6,no
Q534,534,threshold,thres7,T7,4,3.862,1.68,7,7,no
Q534,534,threshold,thres8,T8,4,4.577,1.991,8,8,no
Q534,534,threshold,thres9,T9,4,5.399,2.349,9,9,no
Q587,587,factor_loading,g,g,4,1.263,0.593,NA,NA,no
Q587,587,threshold,thres1,T1,4,-0.715,-0.318,1,1,no
Q587,587,threshold,thres2,T2,4,0.595,0.264,2,2,no
Q587,587,threshold,thres3,T3,4,1.004,0.446,3,3,no
Q587,587,threshold,thres4,T4,4,2.092,0.929,4,4,no
Q587,587,threshold,thres5,T5,4,2.891,1.284,5,5,no
Q587,587,threshold,thres6,T6,4,3.277,1.455,6,6,no
Q587,587,threshold,thres7,T7,4,4.021,1.785,7,7,no
Q587,587,threshold,thres8,T8,4,4.464,1.982,8,8,no
Q587,587,threshold,thres9,T9,4,5.33,2.367,9,9,no
